38260,1,/srv/photo/pkeep_orig/0/6/38260.jpg,1920,1282,,f,,1931985,from the hill up behind the buildings,dscf4409.jpg,0,US/Pacific,,f/8.0,0.019 s  (1/52),aperture priority (semi-auto),f,ISO 800,jpeg q=95,pattern,FUJIFILM X100S,465,23.0mm  (35mm equivalent: 35mm),,,,f,(c) (year) Mikey Dickerson,2016-03-24 21:37:02
38262,1,/srv/photo/pkeep_orig/2/6/38262.jpg,1920,1282,,f,,1808874,Ed and the pool,dscf4412.jpg,0,US/Pacific,,f/5.6,0.012 s  (1/85),program (auto),f,ISO 800,jpeg q=95,pattern,FUJIFILM X100S,465,23.0mm  (35mm equivalent: 35mm),,,,f,(c) (year) Mikey Dickerson,2016-03-24 21:39:48
38274,1,/srv/photo/pkeep_orig/4/7/38274.jpg,1920,1282,,f,,1997432,a thing for climbing and chucking rocks into,dscf4425.jpg,0,US/Pacific,,f/8.0,0.0012 s  (1/800),program (auto),f,ISO 400,jpeg q=95,pattern,FUJIFILM X100S,465,23.0mm  (35mm equivalent: 35mm),,,,f,(c) (year) Mikey Dickerson,2016-03-25 13:52:04
38279,1,/srv/photo/pkeep_orig/9/7/38279.jpg,1920,1282,,f,,718762,this is usually how tunnels end,dscf4433.jpg,0,US/Pacific,,f/2.0,0.154 s  (1/6),program (auto),f,ISO 1600,jpeg q=95,pattern,FUJIFILM X100S,465,23.0mm  (35mm equivalent: 35mm),,,,f,(c) (year) Mikey Dickerson,2016-03-25 14:04:05
38283,1,/srv/photo/pkeep_orig/3/8/38283.jpg,1920,1282,,f,,1016156,and we found another adit,dscf4439.jpg,0,US/Pacific,,f/2.0,0.024 s  (1/42),-1.00 program (auto),f,ISO 1600,jpeg q=95,pattern,FUJIFILM X100S,465,23.0mm  (35mm equivalent: 35mm),,,,f,(c) (year) Mikey Dickerson,2016-03-25 14:15:23
38288,1,/srv/photo/pkeep_orig/8/8/38288.jpg,1920,1282,,f,,983408,this is a tiny strip of land between the national park and Fort Irwin,dscf4447.jpg,0,US/Pacific,,f/5.6,0.0011 s  (1/900),program (auto),f,ISO 200,jpeg q=95,pattern,FUJIFILM X100S,649,23.0mm  (35mm equivalent: 35mm),,,,f,(c) (year) Mikey Dickerson,2016-03-25 16:27:48
30622,8,/srv/pkeep_orig/2/2/30622.jpg,1600,1063,,f,1,372641,statue in the cemetery,dscf0660.jpg,0,US/Pacific,,f/2.8,0.0008 s  (1/1250),aperture priority (semi-auto),f,ISO 200,,pattern,FUJIFILM FinePix X100,487,23.0mm  (35mm equivalent: -2147483648mm),,,,f,(c) (year) Mikey Dickerson,2012-02-04 18:33:36
30623,8,/srv/pkeep_orig/3/2/30623.jpg,1600,1063,,f,1,272743,flowers at cemetery,dscf0662.jpg,0,US/Pacific,,f/2.8,0.0008 s  (1/1250),aperture priority (semi-auto),f,ISO 200,,pattern,FUJIFILM FinePix X100,487,23.0mm  (35mm equivalent: -2147483648mm),,,,f,(c) (year) Mikey Dickerson,2012-02-04 18:35:05
30624,8,/srv/pkeep_orig/4/2/30624.jpg,1600,1063,,f,1,423968,inside one of the various buildings,dscf0664.jpg,0,US/Pacific,,f/8.0,0.013 s  (1/80),1.33 aperture priority (semi-auto),f,ISO 200,,pattern,FUJIFILM FinePix X100,487,23.0mm  (35mm equivalent: -2147483648mm),,,,f,(c) (year) Mikey Dickerson,2012-02-04 18:52:03
30627,8,/srv/pkeep_orig/7/2/30627.jpg,1067,1600,,f,1,279095,Pauline in a class picture,img_0475.jpg,0,US/Pacific,,f/14.0,0.0050 s  (1/200),Manual Manual,f,ISO 200,,pattern,Canon EOS 7D,337,58.0mm  (35mm equivalent: -2147483648mm),,,,f,(c) (year) Mikey Dickerson,2012-02-08 00:54:03
30634,8,/srv/pkeep_orig/4/3/30634.jpg,1067,1600,,f,1,246047,not really worse without the blue,img_0580.jpg,0,US/Pacific,,f/8.0,0.0050 s  (1/200),Manual Manual,t,ISO 400,,pattern,Canon EOS 7D,481,43.0mm  (35mm equivalent: -2147483648mm),,,,f,(c) (year) Mikey Dickerson,2012-02-21 01:00:23
30637,8,/srv/pkeep_orig/7/3/30637.jpg,1067,1600,,f,1,369574,not used for class,img_0651.jpg,0,US/Pacific,,f/5.6,0.0050 s  (1/200),Manual Manual,t,ISO 400,,pattern,Canon EOS 7D,481,28.0mm  (35mm equivalent: -2147483648mm),,,,f,(c) (year) Mikey Dickerson,2012-02-21 02:43:35
34290,8,/srv/pkeep_orig/0/9/34290.jpg,1600,900,,f,1,351731,America's Cup AC72 racing on San Francisco Bay,img_0375.jpg,0,US/Pacific,,f/5.0,0.0010 s  (1/1000),program (auto),f,ISO 200,,pattern,Canon EOS 7D,485,195.0mm  (35mm equivalent: -2147483648mm),,,,f,(c) (year) Mikey Dickerson,2013-09-12 15:21:35
34294,8,/srv/pkeep_orig/4/9/34294.jpg,1600,1067,,f,1,628966,America's Cup AC72 racing on San Francisco Bay,img_0385.jpg,0,US/Pacific,,f/5.6,0.0020 s  (1/500),program (auto),f,ISO 200,,pattern,Canon EOS 7D,485,280.0mm  (35mm equivalent: -2147483648mm),,,,f,(c) (year) Mikey Dickerson,2013-09-12 15:42:17
34295,8,/srv/pkeep_orig/5/9/34295.jpg,1067,1600,,f,1,426030,America's Cup AC72 racing on San Francisco Bay,img_0387.jpg,0,US/Pacific,,f/5.0,0.0025 s  (1/400),program (auto),f,ISO 200,,pattern,Canon EOS 7D,485,280.0mm  (35mm equivalent: -2147483648mm),,,,f,(c) (year) Mikey Dickerson,2013-09-12 15:43:10
34305,8,/srv/pkeep_orig/5/0/34305.jpg,1600,1067,,f,1,593688,America's Cup AC72 racing on San Francisco Bay,img_0410.jpg,0,US/Pacific,,f/5.6,0.0020 s  (1/500),program (auto),f,ISO 200,,pattern,Canon EOS 7D,485,280.0mm  (35mm equivalent: -2147483648mm),,,,f,(c) (year) Mikey Dickerson,2013-09-12 16:46:15
34308,8,/srv/pkeep_orig/8/0/34308.jpg,1067,1600,,f,1,429173,America's Cup AC72 racing on San Francisco Bay,img_0413.jpg,0,US/Pacific,,f/8.0,0.0020 s  (1/500),program (auto),f,ISO 200,,pattern,Canon EOS 7D,485,98.0mm  (35mm equivalent: -2147483648mm),,,,f,(c) (year) Mikey Dickerson,2013-09-12 16:46:33
34313,8,/srv/pkeep_orig/3/1/34313.jpg,1600,1067,,f,1,587197,James Spithill driving the Oracle boat,img_0421.jpg,0,US/Pacific,,f/4.5,0.0031 s  (1/320),program (auto),f,ISO 200,,pattern,Canon EOS 7D,485,220.0mm  (35mm equivalent: -2147483648mm),,,,f,(c) (year) Mikey Dickerson,2013-09-12 16:47:57
34357,8,/srv/pkeep_orig/7/5/34357.jpg,1600,1067,,f,,276492,I think this is me holding new baby Asa,img_0525.jpg,0,US/Pacific,,f/3.5,0.0080 s  (1/125),program (auto),f,ISO 1600,,pattern,Canon EOS 7D,383,62.0mm  (35mm equivalent: -2147483648mm),,,,f,(c) (year) Mikey Dickerson,2013-09-14 18:15:37
35198,8,/srv/pkeep_orig/8/9/35198.jpg,1600,1068,,f,1,480877,White House spring garden open house,img_0056.jpg,0,US/Pacific,,f/5.6,0.0012 s  (1/850),program (auto),f,ISO 400,,pattern,FUJIFILM X100S,114,23.0mm  (35mm equivalent: 42mm),,,,f,(c) (year) Mikey Dickerson,2014-10-18 17:11:31
35199,8,/srv/pkeep_orig/9/9/35199.jpg,1600,1068,,f,1,687872,Rose Garden on spring tour,img_0057.jpg,0,US/Pacific,,f/5.6,0.0056 s  (1/180),program (auto),f,ISO 200,,pattern,FUJIFILM X100S,114,23.0mm  (35mm equivalent: 42mm),,,,f,(c) (year) Mikey Dickerson,2014-10-18 17:15:49
35205,8,/srv/pkeep_orig/5/0/35205.jpg,1600,1068,,f,1,473300,Michelle Obama vegetable garden,img_0063.jpg,0,US/Pacific,,f/5.6,0.0095 s  (1/105),program (auto),t,ISO 200,,pattern,FUJIFILM X100S,114,23.0mm  (35mm equivalent: 42mm),,,,f,(c) (year) Mikey Dickerson,2014-10-18 17:35:28
37636,8,/srv/pkeep_orig/6/3/37636.jpg,1600,1068,,f,1,216305,First USDS offsite at Haley's house,dscf4229.jpg,0,US/Pacific,,f/2.0,0.029 s  (1/34),program (auto),t,ISO 200,a new hope,pattern,FUJIFILM X100S,114,23.0mm  (35mm equivalent: 42mm),,,,f,(c) (year) Mikey Dickerson,2014-10-21 16:58:23
37641,8,/srv/pkeep_orig/1/4/37641.jpg,801,1200,,f,1,185540,Charles with the post it notes,dscf4237.jpg,0,US/Pacific,,f/4.0,0.013 s  (1/80),program (auto),f,ISO 200,,pattern,FUJIFILM X100S,114,23.0mm  (35mm equivalent: 57mm),,,,f,(c) (year) Mikey Dickerson,2014-10-21 17:49:19
37644,8,/srv/pkeep_orig/4/4/37644.jpg,1600,1068,,f,1,262100,whole group,dscf4244.jpg,0,US/Pacific,,f/2.0,0.250 s  (1/4),program (auto),f,ISO 200,,pattern,FUJIFILM X100S,114,23.0mm  (35mm equivalent: 42mm),,,,f,(c) (year) Mikey Dickerson,2014-10-21 20:19:14
39998,1,/srv/photo/pkeep_orig/8/9/39998.jpg,1598,2400,adventure to Antietam National Battlefield,f,,512360,at least its the USA flag,img_2134.jpg,0,US/Pacific,,f/11.0,0.0012 s  (1/800),program (auto),f,ISO 400,jpeg q=90,pattern,Canon EOS 7D,695,32.0mm  (35mm equivalent: 108mm),,,,f,(c) (year) Mikey Dickerson,2019-06-08 12:35:17
40000,1,/srv/photo/pkeep_orig/0/0/40000.jpg,2400,1598,,f,,1123091,at Antietam park,img_2136.jpg,0,US/Pacific,,f/8.0,0.0020 s  (1/500),program (auto),f,ISO 400,jpeg q=90,pattern,Canon EOS 7D,695,35.0mm  (35mm equivalent: 118mm),,,,f,(c) (year) Mikey Dickerson,2019-06-08 12:36:44
40001,1,/srv/photo/pkeep_orig/1/0/40001.jpg,1598,2400,,f,,891060,numerous monuments bought by various states and whoever else had a political agenda stand around the battlefield,img_2137.jpg,0,US/Pacific,,f/11.0,0.0010 s  (1/1000),program (auto),f,ISO 400,jpeg q=90,pattern,Canon EOS 7D,695,48.0mm  (35mm equivalent: 162mm),,,,f,(c) (year) Mikey Dickerson,2019-06-08 13:04:19
40002,1,/srv/photo/pkeep_orig/2/0/40002.jpg,2400,1598,,f,,1125745,"a church where some people hid out for a while, I think was the story",img_2138.jpg,0,US/Pacific,,f/7.1,0.0012 s  (1/800),program (auto),f,ISO 400,jpeg q=90,pattern,Canon EOS 7D,695,70.0mm  (35mm equivalent: 236mm),,,,f,(c) (year) Mikey Dickerson,2019-06-08 13:05:35
40009,1,/srv/photo/pkeep_orig/9/0/40009.jpg,2400,1598,,f,,1421962,now for the cannon firing demonstration,img_2145.jpg,0,US/Pacific,,f/9.0,0.0040 s  (1/250),aperture priority (semi-auto),f,ISO 400,jpeg q=90,pattern,Canon EOS 7D,695,46.0mm  (35mm equivalent: 155mm),,,,f,(c) (year) Mikey Dickerson,2019-06-08 13:51:13
40015,1,/srv/photo/pkeep_orig/5/1/40015.jpg,2400,1598,,f,,742573,now we are praying to the cannonball I guess,img_2153.jpg,0,US/Pacific,,f/4.5,0.0008 s  (1/1250),aperture priority (semi-auto),f,ISO 400,jpeg q=90,pattern,Canon EOS 7D,695,62.0mm  (35mm equivalent: 209mm),,,,f,(c) (year) Mikey Dickerson,2019-06-08 14:05:02
40020,1,/srv/photo/pkeep_orig/0/2/40020.jpg,2400,1598,,f,,804648,table of fire for the light 12-pound gun,img_2158.jpg,0,US/Pacific,,f/8.0,0.0025 s  (1/400),aperture priority (semi-auto),f,ISO 400,jpeg q=90,pattern,Canon EOS 7D,695,43.0mm  (35mm equivalent: 145mm),,,,f,(c) (year) Mikey Dickerson,2019-06-08 14:33:18
40026,1,/srv/photo/pkeep_orig/6/2/40026.jpg,2400,1598,,f,,814036,downtown metropolitan Sharpsburg,img_2166.jpg,0,US/Pacific,,f/5.6,0.0012 s  (1/800),aperture priority (semi-auto),f,ISO 100,jpeg q=90,pattern,Canon EOS 7D,695,70.0mm  (35mm equivalent: 236mm),,,,f,(c) (year) Mikey Dickerson,2019-06-08 16:01:00
40027,1,/srv/photo/pkeep_orig/7/2/40027.jpg,2400,1598,,f,,1532686,on to Harpers Ferry and the John Brown fort,img_2169.jpg,0,US/Pacific,,f/5.6,0.0050 s  (1/200),aperture priority (semi-auto),f,ISO 100,jpeg q=90,pattern,Canon EOS 7D,697,34.0mm  (35mm equivalent: 115mm),,,,f,(c) (year) Mikey Dickerson,2019-06-08 17:23:39
40028,1,/srv/photo/pkeep_orig/8/2/40028.jpg,1598,2400,,f,,1327962,"seems like kind of a basic monument, but they also have the fort",img_2170.jpg,0,US/Pacific,,f/11.0,0.0063 s  (1/160),aperture priority (semi-auto),f,ISO 400,jpeg q=90,pattern,Canon EOS 7D,697,27.0mm  (35mm equivalent: 91mm),,,,f,(c) (year) Mikey Dickerson,2019-06-08 17:27:07
40031,1,/srv/photo/pkeep_orig/1/3/40031.jpg,2400,1598,,f,,1237621,where John Brown and his crazy band holed up and shot it out with the feds for a while,img_2174.jpg,0,US/Pacific,,f/11.0,0.0063 s  (1/160),aperture priority (semi-auto),f,ISO 400,jpeg q=90,pattern,Canon EOS 7D,697,34.0mm  (35mm equivalent: 115mm),,,,f,(c) (year) Mikey Dickerson,2019-06-08 17:30:57
40032,1,/srv/photo/pkeep_orig/2/3/40032.jpg,2400,1598,,f,,1030466,downtown Harpers Ferry,img_2175.jpg,0,US/Pacific,,f/11.0,0.0050 s  (1/200),aperture priority (semi-auto),f,ISO 400,jpeg q=90,pattern,Canon EOS 7D,697,28.0mm  (35mm equivalent: 95mm),,,,f,(c) (year) Mikey Dickerson,2019-06-08 17:31:31
40034,1,/srv/photo/pkeep_orig/4/3/40034.jpg,2400,1598,,f,,686288,"we're on the Appalachian Trail, just 1000 miles from either end",img_2177.jpg,0,US/Pacific,,f/11.0,0.0080 s  (1/125),aperture priority (semi-auto),f,ISO 400,jpeg q=90,pattern,Canon EOS 7D,697,24.0mm  (35mm equivalent: 81mm),,,,f,(c) (year) Mikey Dickerson,2019-06-08 17:40:29
40036,1,/srv/photo/pkeep_orig/6/3/40036.jpg,2400,1598,,f,,329119,"I had never heard of this, but apparently a thing you do is bring a padlock and attach it to the bridge",img_2179.jpg,0,US/Pacific,,f/3.2,0.0008 s  (1/1250),aperture priority (semi-auto),f,ISO 400,jpeg q=90,pattern,Canon EOS 7D,697,34.0mm  (35mm equivalent: 115mm),,,,f,(c) (year) Mikey Dickerson,2019-06-08 17:47:35
40038,1,/srv/photo/pkeep_orig/8/3/40038.jpg,1596,2400,,f,,393589,found an old railroad tunnel to climb in,img_2183.jpg,0,US/Pacific,,f/5.0,0.013 s  (1/80),-3.00 aperture priority (semi-auto),f,ISO 400,jpeg q=90,pattern,Canon EOS 7D,697,34.0mm  (35mm equivalent: 115mm),,,,f,(c) (year) Mikey Dickerson,2019-06-08 17:51:59
40704,1,/srv/photo/pkeep_orig/4/0/40704.jpg,1280,1920,,f,,606617,second adventure to the container market (I didn't bring my camera to the first),img_0033.jpg,0,Asia/Bishkek,,f/2.8,0.033 s  (1/30),aperture priority (semi-auto),f,ISO 400,jpeg q=90,pattern,Canon EOS 6D Mark II,311,23.0mm  (35mm equivalent: 113mm),40.537885,72.7973333166667,946.5,f,(c) (year) Mikey Dickerson,2019-06-30 05:26:31
